SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,BaseScore,x1,x2,x3,x7,x9,Score
1,0.262905481,57,0,0.618211878,7862.0,17,0,1,0,4.0,707.0,2.0,1.0,-12.0,-51.0,-30.0,617.0
1,0.17548021,51,0,0.272356971,5400.0,11,0,1,0,0.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.022999303,69,0,0.070044709,5367.0,4,0,0,0,1.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.016514998,65,0,0.446015111,4102.0,6,0,2,0,0.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.261779867,63,1,0.679818715,3750.0,12,0,2,0,0.0,707.0,2.0,6.0,-24.0,-51.0,-30.0,610.0
1,0.008647714,37,0,0.002665778,3000.0,3,1,0,0,3.0,707.0,11.0,-2.0,-12.0,-71.0,-30.0,603.0
1,0.161071845,58,0,0.154423959,10250.0,21,0,2,0,0.0,707.0,2.0,3.0,-12.0,-51.0,-30.0,619.0
1,0.005232787,74,0,0.000833194,6000.0,8,0,0,0,0.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.0,59,0,0.10172144,3833.0,4,0,0,0,0.0,707.0,11.0,3.0,-12.0,-51.0,-30.0,628.0
1,0.412338124,46,0,0.507676561,12700.0,16,0,3,0,1.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.204291893,75,0,0.187008688,2416.0,6,0,0,0,0.0,707.0,2.0,7.0,-12.0,-51.0,-30.0,623.0
1,0.175248985,38,0,0.055797971,18333.0,6,0,0,0,0.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.046521065,78,0,0.392857143,5543.0,9,0,2,0,1.0,707.0,10.0,7.0,-12.0,-51.0,-30.0,631.0
1,0.245583339,74,0,0.254164683,2100.0,12,0,0,0,0.0,707.0,2.0,7.0,-12.0,-51.0,-30.0,623.0
1,0.972605479,45,0,0.280106101,1884.0,4,0,0,0,0.0,707.0,-10.0,-1.0,-12.0,-51.0,-30.0,603.0
1,0.160854453,84,0,0.20019995,4000.0,13,0,0,0,0.0,707.0,2.0,7.0,-12.0,-51.0,-30.0,623.0
1,0.9999999,36,0,0.0,1.0,0,0,0,0,3.0,707.0,-10.0,-2.0,-12.0,-51.0,-30.0,602.0
0,0.890479154,34,2,0.221777859,5500.0,5,0,0,0,4.0,707.0,-10.0,-2.0,-24.0,-51.0,-30.0,590.0
1,0.232710609,48,2,0.092323894,8545.0,8,0,0,1,2.0,707.0,2.0,-1.0,-24.0,-51.0,-44.0,589.0
1,0.155408877,70,0,0.541366906,3891.0,13,0,1,0,0.0,707.0,10.0,7.0,-12.0,-51.0,-30.0,631.0
1,0.050566653,68,0,0.14400562,12811.0,7,0,1,0,2.0,707.0,10.0,6.0,-12.0,-51.0,-30.0,630.0
0,0.827172827,31,1,0.410986102,6043.0,5,1,1,2,2.0,707.0,-10.0,-3.0,-24.0,-71.0,-44.0,555.0
1,0.654072432,70,0,0.613515445,12592.0,10,0,2,0,0.0,707.0,-10.0,7.0,-12.0,-51.0,-30.0,611.0
1,0.117441279,40,0,0.336665834,4000.0,5,2,1,0,0.0,707.0,10.0,-2.0,-12.0,-71.0,-30.0,602.0
1,0.219904204,43,0,0.236111111,11015.0,12,0,1,0,2.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.023951616,72,0,0.198101907,10852.0,9,0,1,0,0.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.137465634,88,0,0.002285388,7000.0,4,0,0,0,0.0,707.0,10.0,7.0,-12.0,-51.0,-30.0,631.0
1,0.004379303,53,0,0.191711279,10833.0,12,0,2,0,0.0,707.0,11.0,1.0,-12.0,-51.0,-30.0,626.0
1,0.231024299,65,0,0.310538551,5161.0,5,0,1,0,0.0,707.0,2.0,6.0,-12.0,-51.0,-30.0,622.0
1,0.027422613,72,0,0.420939866,7000.0,16,0,2,0,0.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.199520192,35,3,0.472081218,2560.0,8,0,1,1,2.0,707.0,2.0,-2.0,-34.0,-51.0,-44.0,578.0
1,0.169218067,35,0,0.249360068,4687.0,10,0,1,0,0.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.317608306,36,0,0.565743426,10000.0,14,0,1,0,0.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.177482252,71,0,0.114735658,8000.0,3,0,1,0,0.0,707.0,2.0,7.0,-12.0,-51.0,-30.0,623.0
1,0.330378608,58,0,0.46918742,5500.0,19,0,2,0,1.0,707.0,2.0,3.0,-12.0,-51.0,-30.0,619.0
1,0.965606879,63,0,0.555704398,4478.0,9,0,1,0,0.0,707.0,-10.0,6.0,-12.0,-51.0,-30.0,610.0
1,0.9999999,23,0,0.0,820.0,1,0,0,0,0.0,707.0,-10.0,-3.0,-12.0,-51.0,-30.0,601.0
1,0.021458314,66,0,0.533183352,8000.0,10,0,3,0,0.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.019417647,45,0,0.160691824,3179.0,6,0,0,0,2.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.114691625,60,0,0.790067179,4167.0,14,0,2,0,1.0,707.0,10.0,3.0,-12.0,-51.0,-30.0,627.0
0,0.0,72,0,0.169970785,9583.0,3,0,1,0,0.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.602733383,47,0,0.799440112,5000.0,11,0,4,0,6.0,707.0,-10.0,-1.0,-12.0,-51.0,-30.0,603.0
1,0.086526893,46,0,0.256474353,10000.0,8,0,1,0,3.0,707.0,10.0,-1.0,-12.0,-51.0,-30.0,623.0
1,0.050093822,57,0,0.183267941,7900.0,8,0,1,0,0.0,707.0,10.0,1.0,-12.0,-51.0,-30.0,625.0
1,0.035761785,77,0,0.484848485,1154.0,8,0,0,0,0.0,707.0,10.0,7.0,-12.0,-51.0,-30.0,631.0
1,0.912919343,38,0,0.078426863,4347.0,8,0,0,0,0.0,707.0,-10.0,-2.0,-12.0,-51.0,-30.0,602.0
1,0.346631408,42,2,0.626393084,9600.0,22,0,3,0,3.0,707.0,2.0,-2.0,-24.0,-51.0,-30.0,602.0
1,0.0,74,0,0.0,5313.0,3,0,0,0,0.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.450522513,65,1,0.461566028,5580.0,5,1,1,0,0.0,707.0,2.0,6.0,-24.0,-71.0,-30.0,590.0
1,0.684605914,52,0,0.826488233,4333.0,18,0,1,0,3.0,707.0,-10.0,-1.0,-12.0,-51.0,-30.0,603.0
1,0.329909868,33,0,0.303379319,7900.0,13,0,2,0,0.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.41923579,49,0,0.472160825,9500.0,17,0,2,0,7.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.007040999,78,0,0.197443923,3833.0,7,0,0,0,1.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.00075268,66,0,0.630154102,2400.0,13,0,1,0,0.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.083846011,66,1,0.113983717,7000.0,18,0,0,0,0.0,707.0,10.0,6.0,-24.0,-51.0,-30.0,618.0
1,0.9999999,36,0,0.513946778,12475.0,9,0,4,0,3.0,707.0,-10.0,-2.0,-12.0,-51.0,-30.0,602.0
1,0.031989337,30,0,0.000821693,2433.0,1,0,0,0,0.0,707.0,10.0,-3.0,-12.0,-51.0,-30.0,621.0
1,0.02279886,29,0,0.004587156,2833.0,3,0,0,0,0.0,707.0,11.0,-3.0,-12.0,-51.0,-30.0,622.0
1,0.99670492,52,0,0.770472895,2600.0,3,0,1,0,0.0,707.0,-10.0,-1.0,-12.0,-51.0,-30.0,603.0
1,0.0,68,0,0.615067466,2667.0,5,0,1,0,0.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.480806055,82,0,0.52194035,5833.0,11,0,1,0,0.0,707.0,2.0,7.0,-12.0,-51.0,-30.0,623.0
1,0.93854877,37,0,0.817302526,1860.0,8,0,0,0,1.0,707.0,-10.0,-2.0,-12.0,-51.0,-30.0,602.0
1,0.704134068,31,0,0.146902159,7133.0,5,0,0,0,0.0,707.0,-10.0,-3.0,-12.0,-51.0,-30.0,601.0
1,0.059157634,48,0,0.547671268,7750.0,7,0,2,0,4.0,707.0,10.0,-1.0,-12.0,-51.0,-30.0,623.0
1,0.093465417,39,2,0.340665619,7000.0,16,0,1,0,4.0,707.0,10.0,-2.0,-24.0,-51.0,-30.0,610.0
1,0.966912099,44,0,0.404201805,6758.0,4,0,1,0,0.0,707.0,-10.0,-2.0,-12.0,-51.0,-30.0,602.0
1,0.24523793,59,2,0.195165394,3929.0,8,0,1,0,0.0,707.0,2.0,3.0,-24.0,-51.0,-30.0,607.0
0,0.988001263,37,1,0.468790173,7000.0,11,0,1,1,2.0,707.0,-10.0,-2.0,-24.0,-51.0,-44.0,576.0
1,0.701315078,26,0,0.216421241,2240.0,6,0,0,0,0.0,707.0,-10.0,-3.0,-12.0,-51.0,-30.0,601.0
1,0.169683032,67,0,0.032594524,1533.0,2,0,0,0,0.0,707.0,2.0,6.0,-12.0,-51.0,-30.0,622.0
1,0.744553462,40,0,0.326996667,8100.0,12,0,1,0,2.0,707.0,-10.0,-2.0,-12.0,-51.0,-30.0,602.0
1,0.974670044,51,0,0.350341925,1900.0,2,0,0,0,0.0,707.0,-10.0,-1.0,-12.0,-51.0,-30.0,603.0
1,0.049247538,46,0,0.293100986,7000.0,3,0,1,0,2.0,707.0,10.0,-1.0,-12.0,-51.0,-30.0,623.0
1,0.851527188,54,0,0.29772665,3650.0,17,0,0,1,0.0,707.0,-10.0,1.0,-12.0,-51.0,-44.0,591.0
1,0.000407221,74,0,1.0,2546.0,5,0,0,0,0.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.104589541,63,0,0.225939776,5080.0,6,0,1,0,0.0,707.0,10.0,6.0,-12.0,-51.0,-30.0,630.0
1,0.001030875,75,0,0.0,6753.0,2,0,0,0,1.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.024478317,55,0,0.157812194,5100.0,4,0,1,0,0.0,707.0,11.0,1.0,-12.0,-51.0,-30.0,626.0
1,0.426587412,67,1,0.213585232,6933.0,7,0,2,0,1.0,707.0,2.0,6.0,-24.0,-51.0,-30.0,610.0
1,0.093506387,43,0,0.392428596,5916.0,11,0,2,0,0.0,707.0,10.0,-2.0,-12.0,-51.0,-30.0,622.0
1,0.017511533,41,0,0.275331667,5200.0,9,0,1,0,0.0,707.0,11.0,-2.0,-12.0,-51.0,-30.0,623.0
1,0.021898537,60,0,0.425627943,5095.0,8,0,2,0,1.0,707.0,11.0,3.0,-12.0,-51.0,-30.0,628.0
1,0.009128018,33,0,0.162619737,8977.0,8,0,1,0,2.0,707.0,11.0,-2.0,-12.0,-51.0,-30.0,623.0
1,0.405103274,59,0,0.239875202,16666.0,13,0,3,0,0.0,707.0,2.0,3.0,-12.0,-51.0,-30.0,619.0
1,0.0,47,1,0.025060491,5785.0,5,0,0,0,2.0,707.0,11.0,-1.0,-24.0,-51.0,-30.0,612.0
1,0.861209964,40,0,0.146308949,6000.0,3,0,0,0,1.0,707.0,-10.0,-2.0,-12.0,-51.0,-30.0,602.0
1,0.055559468,57,1,0.010449796,2200.0,5,0,0,0,4.0,707.0,10.0,1.0,-24.0,-51.0,-30.0,613.0
1,0.040177546,73,0,0.261609907,2583.0,5,0,1,0,0.0,707.0,10.0,7.0,-12.0,-51.0,-30.0,631.0
1,0.645470906,54,0,0.047976012,2000.0,1,0,0,0,0.0,707.0,-10.0,1.0,-12.0,-51.0,-30.0,605.0
1,0.9999999,57,0,0.06328624,5166.0,2,0,0,0,0.0,707.0,-10.0,1.0,-12.0,-51.0,-30.0,605.0
1,0.199875713,34,0,0.012469121,8500.0,3,0,0,0,0.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.004686543,83,0,0.23840041,3900.0,8,0,1,0,0.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.002418492,43,0,0.056323946,6000.0,3,0,0,0,0.0,707.0,11.0,-2.0,-12.0,-51.0,-30.0,623.0
1,0.9999999,35,1,0.489742241,1900.0,6,0,0,0,0.0,707.0,-10.0,-2.0,-24.0,-51.0,-30.0,590.0
1,0.9999999,65,0,1.0,2546.0,2,0,0,0,0.0,707.0,-10.0,6.0,-12.0,-51.0,-30.0,610.0
0,0.9999999,29,1,0.108844703,5833.0,1,1,0,0,0.0,707.0,-10.0,-3.0,-24.0,-71.0,-30.0,569.0
1,0.019752365,63,0,0.050376155,10500.0,9,0,0,0,0.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.006436071,71,0,0.014207545,10416.0,4,0,0,0,1.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.037827491,35,0,0.136752137,2924.0,6,0,0,0,2.0,707.0,10.0,-2.0,-12.0,-51.0,-30.0,622.0
1,0.00034574,64,0,0.289514867,1916.0,11,0,0,0,0.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.108343946,51,0,0.317157712,7500.0,10,0,2,0,3.0,707.0,10.0,-1.0,-12.0,-51.0,-30.0,623.0
1,0.038438768,63,0,0.309566787,5539.0,12,0,1,0,0.0,707.0,10.0,6.0,-12.0,-51.0,-30.0,630.0
1,0.022476549,65,0,0.00579884,5000.0,3,0,0,0,0.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.351527079,62,1,0.190404642,19300.0,14,0,2,0,4.0,707.0,2.0,3.0,-24.0,-51.0,-30.0,607.0
1,0.9999999,67,0,0.384271513,17000.0,9,0,3,0,0.0,707.0,-10.0,6.0,-12.0,-51.0,-30.0,610.0
1,0.008308264,51,0,0.459829247,9135.0,9,0,2,0,0.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.0,32,0,0.27418779,2800.0,4,0,1,0,0.0,707.0,11.0,-3.0,-12.0,-51.0,-30.0,622.0
1,0.0,28,0,0.627798022,1920.0,7,0,0,0,0.0,707.0,11.0,-3.0,-12.0,-51.0,-30.0,622.0
1,0.06883217,64,0,0.236031832,24000.0,18,0,3,0,1.0,707.0,10.0,6.0,-12.0,-51.0,-30.0,630.0
1,0.147322411,39,0,0.213627993,3800.0,8,0,0,0,0.0,707.0,10.0,-2.0,-12.0,-51.0,-30.0,622.0
1,0.05775328,37,0,0.00777605,4500.0,1,0,0,0,3.0,707.0,10.0,-2.0,-12.0,-51.0,-30.0,622.0
1,0.0,60,0,0.004645504,9040.0,4,0,0,0,0.0,707.0,11.0,3.0,-12.0,-51.0,-30.0,628.0
1,0.011883155,70,0,0.001333156,7500.0,5,0,0,0,0.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.00813342,66,0,0.227846519,8000.0,17,0,1,0,0.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.47402857,53,0,0.671072081,11500.0,8,0,3,0,1.0,707.0,2.0,1.0,-12.0,-51.0,-30.0,617.0
1,0.041122442,51,0,0.012130569,4533.0,4,0,0,0,0.0,707.0,10.0,-1.0,-12.0,-51.0,-30.0,623.0
1,0.441366547,47,1,0.93338301,6709.0,11,0,3,0,2.0,707.0,2.0,-1.0,-24.0,-51.0,-30.0,603.0
1,0.0,49,0,0.298470153,10000.0,7,0,3,0,0.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.02083555,64,0,0.214162162,9249.0,10,0,2,0,1.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.367574868,67,0,0.359468822,8659.0,11,0,1,0,0.0,707.0,2.0,6.0,-12.0,-51.0,-30.0,622.0
1,0.819172248,43,0,0.443573133,2932.0,5,0,0,0,1.0,707.0,-10.0,-2.0,-12.0,-51.0,-30.0,602.0
1,0.104224584,52,0,0.198355677,13500.0,13,0,2,0,1.0,707.0,10.0,-1.0,-12.0,-51.0,-30.0,623.0
1,0.191807413,44,0,0.239926563,10348.0,7,0,2,0,3.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.380042743,40,0,0.559406766,6000.0,8,0,2,0,2.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.005422868,74,0,0.182726909,2500.0,3,0,1,0,0.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.616815969,60,0,0.696613683,15916.0,11,0,5,0,1.0,707.0,-10.0,3.0,-12.0,-51.0,-30.0,607.0
1,0.041962412,41,0,0.554653342,1600.0,9,0,1,0,0.0,707.0,10.0,-2.0,-12.0,-51.0,-30.0,622.0
1,0.971867375,37,1,0.274250825,16050.0,15,0,3,0,2.0,707.0,-10.0,-2.0,-24.0,-51.0,-30.0,590.0
1,0.633574301,68,1,0.303049238,8001.0,11,0,1,0,0.0,707.0,-10.0,6.0,-24.0,-51.0,-30.0,598.0
1,0.035320682,63,0,0.533561839,3500.0,10,0,1,0,1.0,707.0,10.0,6.0,-12.0,-51.0,-30.0,630.0
1,0.0,44,0,0.16462696,11030.0,5,0,1,0,4.0,707.0,11.0,-2.0,-12.0,-51.0,-30.0,623.0
1,0.431242188,62,0,0.29511054,10900.0,9,0,3,0,0.0,707.0,2.0,3.0,-12.0,-51.0,-30.0,619.0
1,0.015208887,48,0,0.581143972,6660.0,13,0,3,0,3.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.0,71,0,0.0,2184.0,1,0,0,0,0.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
1,0.0,41,0,0.489206998,4400.0,7,0,1,1,2.0,707.0,11.0,-2.0,-12.0,-51.0,-44.0,609.0
1,0.095939464,59,0,0.092646079,4500.0,6,0,0,0,0.0,707.0,10.0,3.0,-12.0,-51.0,-30.0,627.0
1,0.173629018,45,0,0.187770229,6475.0,7,0,2,0,2.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.0396323,45,0,0.399280036,6666.0,10,0,2,0,2.0,707.0,10.0,-1.0,-12.0,-51.0,-30.0,623.0
1,0.043973901,63,0,0.130760819,6400.0,6,0,1,0,1.0,707.0,10.0,6.0,-12.0,-51.0,-30.0,630.0
1,0.385911633,56,0,0.360363964,10000.0,10,0,1,0,1.0,707.0,2.0,1.0,-12.0,-51.0,-30.0,617.0
1,0.015756061,66,0,0.014985015,1000.0,9,0,0,0,0.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.201835114,57,0,0.477577564,7380.0,12,0,1,0,5.0,707.0,2.0,1.0,-12.0,-51.0,-30.0,617.0
1,0.379605294,52,2,0.290971719,11031.0,15,0,3,0,1.0,707.0,2.0,-1.0,-24.0,-51.0,-30.0,603.0
1,0.158714921,77,0,0.113414634,4099.0,8,0,0,0,0.0,707.0,10.0,7.0,-12.0,-51.0,-30.0,631.0
0,0.509118382,45,0,0.408892671,9400.0,15,0,2,0,1.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.9999999,24,0,0.0,4888.0,0,0,0,0,0.0,707.0,-10.0,-3.0,-12.0,-51.0,-30.0,601.0
1,0.036535651,61,0,0.121187801,1245.0,6,0,1,0,0.0,707.0,10.0,3.0,-12.0,-51.0,-30.0,627.0
1,0.174408816,51,0,0.304412036,5416.0,7,0,2,0,1.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.374655344,34,0,0.388289455,6950.0,11,0,2,0,1.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.548458062,64,0,0.209891754,11362.0,7,0,1,0,2.0,707.0,-10.0,6.0,-12.0,-51.0,-30.0,610.0
1,0.308522236,46,0,0.143445032,1700.0,5,0,0,0,0.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.160768132,33,0,0.329343706,5012.0,9,0,1,0,0.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.355032562,61,0,0.19754424,5537.0,7,0,0,0,1.0,707.0,2.0,3.0,-12.0,-51.0,-30.0,619.0
1,0.9999999,36,0,0.330485698,10417.0,6,0,2,0,0.0,707.0,-10.0,-2.0,-12.0,-51.0,-30.0,602.0
1,0.06041171,36,0,0.992003199,2500.0,13,0,2,0,1.0,707.0,10.0,-2.0,-12.0,-51.0,-30.0,622.0
0,0.0,51,0,0.380631579,4749.0,8,0,2,0,2.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.006978109,52,0,0.082305222,11833.0,14,0,2,0,0.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.0,66,0,0.133868948,9583.0,10,0,2,0,0.0,707.0,11.0,6.0,-12.0,-51.0,-30.0,631.0
1,0.311430877,78,1,0.18792483,2500.0,13,0,0,0,0.0,707.0,2.0,7.0,-24.0,-51.0,-30.0,611.0
1,0.9999999,26,0,0.0,4888.0,0,0,0,0,0.0,707.0,-10.0,-3.0,-12.0,-51.0,-30.0,601.0
0,0.83650103,65,1,0.479914682,2812.0,14,0,0,1,2.0,707.0,-10.0,6.0,-24.0,-51.0,-44.0,584.0
0,0.364390379,49,0,0.88968073,7015.0,10,0,6,0,0.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.004645176,47,0,0.504249292,6000.0,20,0,4,0,3.0,707.0,11.0,-1.0,-12.0,-51.0,-30.0,624.0
1,0.465800595,49,0,0.420614518,8168.0,13,0,3,0,0.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.96840316,41,0,0.178364327,5000.0,5,0,0,0,2.0,707.0,-10.0,-2.0,-12.0,-51.0,-30.0,602.0
1,0.218384189,61,0,0.235611884,9625.0,12,0,1,0,1.0,707.0,2.0,3.0,-12.0,-51.0,-30.0,619.0
1,0.0,55,1,0.722670106,3100.0,16,0,2,0,0.0,707.0,11.0,1.0,-24.0,-51.0,-30.0,614.0
1,0.050665522,83,0,0.177182282,10000.0,9,0,1,0,0.0,707.0,10.0,7.0,-12.0,-51.0,-30.0,631.0
1,0.355205599,47,0,0.24406074,8165.0,13,0,1,0,1.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.282935815,49,0,0.228363325,14003.0,12,0,4,0,0.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.448955104,31,0,0.13202344,2900.0,4,0,0,0,2.0,707.0,2.0,-3.0,-12.0,-51.0,-30.0,613.0
1,0.60338315,50,0,0.341507919,13700.0,14,0,2,0,2.0,707.0,-10.0,-1.0,-12.0,-51.0,-30.0,603.0
1,0.776128829,29,0,0.249583472,3000.0,4,0,0,0,0.0,707.0,-10.0,-3.0,-12.0,-51.0,-30.0,601.0
1,0.386782388,57,0,0.518355019,4303.0,13,0,1,0,0.0,707.0,2.0,1.0,-12.0,-51.0,-30.0,617.0
1,0.650119175,57,1,0.90066035,3482.0,8,0,1,0,0.0,707.0,-10.0,1.0,-24.0,-51.0,-30.0,593.0
1,0.532483858,46,1,0.729834041,5181.0,10,0,2,0,4.0,707.0,2.0,-1.0,-24.0,-51.0,-30.0,603.0
1,0.289468862,32,0,0.369926015,5000.0,6,0,2,0,0.0,707.0,2.0,-3.0,-12.0,-51.0,-30.0,613.0
1,0.0,24,0,0.136806104,3800.0,3,0,0,0,0.0,707.0,11.0,-3.0,-12.0,-51.0,-30.0,622.0
1,0.054098648,34,0,0.370148168,11000.0,9,0,2,0,1.0,707.0,10.0,-2.0,-12.0,-51.0,-30.0,622.0
1,0.629206569,59,0,0.536743876,6000.0,9,0,2,0,0.0,707.0,-10.0,3.0,-12.0,-51.0,-30.0,607.0
1,0.03512088,39,0,0.00679864,5000.0,3,0,0,0,0.0,707.0,10.0,-2.0,-12.0,-51.0,-30.0,622.0
1,0.738736619,65,0,0.481353326,2600.0,5,0,1,0,0.0,707.0,-10.0,6.0,-12.0,-51.0,-30.0,610.0
1,0.907493436,54,1,0.111970141,3750.0,3,0,0,0,0.0,707.0,-10.0,1.0,-24.0,-51.0,-30.0,593.0
1,0.154805576,54,0,0.232503291,18231.0,9,0,2,0,0.0,707.0,10.0,1.0,-12.0,-51.0,-30.0,625.0
1,0.778244351,36,1,0.500632911,1579.0,2,0,0,0,4.0,707.0,-10.0,-2.0,-24.0,-51.0,-30.0,590.0
1,0.05473428,66,0,0.272076372,9636.0,21,0,2,0,1.0,707.0,10.0,6.0,-12.0,-51.0,-30.0,630.0
1,0.769644514,54,0,0.469853171,3200.0,6,0,0,0,1.0,707.0,-10.0,1.0,-12.0,-51.0,-30.0,605.0
1,0.239655193,42,1,0.413862046,3000.0,20,0,0,0,0.0,707.0,2.0,-2.0,-24.0,-51.0,-30.0,602.0
1,0.056575263,58,0,0.167255595,5093.0,6,0,1,0,0.0,707.0,10.0,3.0,-12.0,-51.0,-30.0,627.0
1,0.0,43,0,0.155131776,14000.0,7,0,2,0,2.0,707.0,11.0,-2.0,-12.0,-51.0,-30.0,623.0
1,0.02800345,41,0,0.464863903,5620.0,12,0,2,0,3.0,707.0,11.0,-2.0,-12.0,-51.0,-30.0,623.0
1,0.0,56,0,0.620126624,3000.0,6,0,1,0,0.0,707.0,11.0,1.0,-12.0,-51.0,-30.0,626.0
1,0.293756449,64,0,0.190610737,4600.0,10,0,0,0,0.0,707.0,2.0,6.0,-12.0,-51.0,-30.0,622.0
1,0.010999421,37,0,0.286883011,11000.0,10,0,2,0,2.0,707.0,11.0,-2.0,-12.0,-51.0,-30.0,623.0
1,0.701962903,44,0,0.221992416,2900.0,7,0,0,0,0.0,707.0,-10.0,-2.0,-12.0,-51.0,-30.0,602.0
0,0.050542926,71,1,0.184942206,3200.0,7,0,0,0,0.0,707.0,10.0,7.0,-24.0,-51.0,-30.0,619.0
1,0.13859736,32,0,0.119695855,4076.0,7,0,0,1,0.0,707.0,10.0,-3.0,-12.0,-51.0,-44.0,607.0
1,0.156684332,45,0,0.344098424,2600.0,3,0,1,0,1.0,707.0,10.0,-1.0,-12.0,-51.0,-30.0,623.0
1,0.177332627,51,0,0.021373089,142000.0,15,0,2,0,4.0,707.0,2.0,-1.0,-12.0,-51.0,-30.0,615.0
1,0.01589936,38,0,0.363774221,5934.0,18,0,1,0,3.0,707.0,11.0,-2.0,-12.0,-51.0,-30.0,623.0
1,0.004011448,44,0,0.402025711,5133.0,9,0,1,0,3.0,707.0,11.0,-2.0,-12.0,-51.0,-30.0,623.0
1,0.00938083,69,0,0.177455636,4000.0,8,0,0,1,1.0,707.0,11.0,6.0,-12.0,-51.0,-44.0,617.0
1,0.474796164,33,0,0.098257641,3500.0,8,0,0,0,1.0,707.0,2.0,-2.0,-12.0,-51.0,-30.0,614.0
1,0.767295597,46,1,0.62190984,8251.0,8,0,3,0,2.0,707.0,-10.0,-1.0,-24.0,-51.0,-30.0,591.0
0,0.090071648,44,0,0.54059175,6860.0,5,0,2,0,0.0,707.0,10.0,-2.0,-12.0,-51.0,-30.0,622.0
1,0.043965201,62,0,0.294773613,7442.0,9,0,1,0,0.0,707.0,10.0,3.0,-12.0,-51.0,-30.0,627.0
1,0.001254423,88,0,0.074635683,10155.0,11,0,1,0,0.0,707.0,11.0,7.0,-12.0,-51.0,-30.0,632.0
